source,prediction,reference,sari_score,bleu_score,original_length,simplified_length
"loeche harbours the installations of onyx, the swiss interception system for electronic intelligence gathering.","loeche harbours the installations of onyx, the swiss interception system for electronic intelligence gathering.",loeche harbours of onyx is the swiss interception system for electronic intelligence gathering.,58.39447102604996,59.460355750136046,14,14
a matchbook is a small cardboard folder ( matchcover ) enclosing a quantity of matches and having a coarse striking surface on the exterior.,a matchbook is a small cardboard folder of matches and having a coarse striking surface on the outside.,a matchbook is a small cardboard folder ( or matchcover ) that holds some matches and has a rough area on the outside.,51.616732408673194,36.82241310101735,24,18
"she was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.","she was one of the first doctors to try to stop smoking, and drug use in pregnant women.",she was one of the first doctors that said cigarette smoking near children and drug use in pregnant women was not safe.,65.28508528508529,47.063659720545125,19,18
"defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.","defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.",she refused to give up the commune and prefered the death sentence,38.89303482587065,5.415315253510896,17,17
"oel manga series graystripe's trilogy there is a three volume original english - language manga series following graystripe, between the time that he was taken by twolegs in dawn until he returned to thunderclan in the sight.","oel manga series graystripe's trilogy there is a three - book original english - language manga series, between the time that he was taken by twolegs in dawn until he returned to thunderclan.","oel manga occuring in sequence graystripe's trilogy. there's a three quantity volume earliest english - language manga series following graystripe, linking the time that it was accepted by twolegs in dawn up until he came back to thunderclan in the sight.",24.709616445452962,20.57579827989271,37,33
"samovar & porter ( 1994 ), p. 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis.",samovar & porter syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis.,"samovar & porter ( 1994 ), p. 84 syrians did not get together in city groups ; many of the immigrants who had worked as sellers on the street were able to talk with americans every day.",17.15405810919779,30.436684825763002,35,30
"he was also famous for his prints, book covers, posters, and garden metalwork furniture.","he was also famous for his prints, book covers, posters, and garden metalwork.","he is famous for prints, book covers, posters, and garden metalwork furniture.",24.21091254424588,60.86700968648568,14,13
"dr. david lindenmeyer ( australian national university ) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.","dr. david lindenmeyer says that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.","dr. david lindenmeyer ( australian national university ) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.",28.60134693991993,74.47118136462744,33,27
"the montreal canadiens are a professional ice hockey team based in montreal, quebec, canada.","the montreal canadiens are a professional ice hockey team in montreal, quebec.","the montreal canadiens are a skilled ice hockey team from montreal, quebec, canada.",35.87680135592849,38.75827230406697,14,12
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,both small value inductors and transistors can be built on integrated circuits.,47.47387123745819,24.62292439135324,20,20
"the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.","the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.","the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.",100.0,100.00000000000004,25,25
the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,100.0,100.00000000000004,17,17
thereafter the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,after that the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,66.66666666666666,89.483931681437,18,17
no skater has yet accomplished a quadruple axel in competition.,no skater has yet accomplished a quadruple axel in competition.,quadruple axel at a competition is yet to be fulfilled by any skater,40.730837789661315,8.224725028069482,10,10
"from the telephone exchange, the port jackson district commandant could communicate with all military installations on the harbour.","from the telephone exchange, the port jackson district commandant could communicate with all military installations on the harbour.","by use of the telephone exchange, the port jackson district commandant could talk to all military installations on the harbour.",61.7988984450085,67.71164277807225,18,18
"however, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.","however, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.","however, even to those who enter the prayer hall of a mosque without the purpose of praying, there are some rules applicable to them.",60.82273303203536,67.8530007143752,23,23
it is described as pointed in the face and about the size of a rabbit.,it is described as pointed in the face and about the size of a rabbit.,it is about the size of a rabbit and has a pointed face.,52.15664620145753,37.5022891676693,15,15
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.,computer performance is the amount of useful work accomplished by a computer system compared to the time and resources used.,computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.,38.61045351738549,83.40614345461115,22,20
some of the largest reservoirs in the world can be found along the volga.,some of the largest reservoirs in the world can be found along the volga.,some of the largest lake in the world can be found along the volga.,62.9386845039019,80.03203203845001,14,14
the crosier symbolises the monasteries of the region.,the crosier symbolises the monasteries of the region.,the crosier symbolises the monasteries of the region.,100.0,100.00000000000004,8,8
"bankers from shorebank, a community development bank in chicago, helped yunus with the official incorporation of the bank under a grant from the ford foundation.","bankers from shorebank, helped yunus with the official incorporation of the bank under a grant from the ford foundation.",a community development bank in chicago helped yunus with the official incorporation from the ford foundation.,39.242440357794806,41.09080290971358,25,19
"bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.","bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.","bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.",100.0,100.00000000000004,22,22
representatives of the professional hockey writers'association vote for the all - star team at the end of the regular season.,representatives of the professional hockey writers'association vote for the all - star team at the end of the regular season.,representatives of the hockey writers'association vote for the all - star team at the end of the regular season.,72.5285594035594,86.56030552541704,20,20
"tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.","tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.","tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.",100.0,100.00000000000004,26,26
"nupedia was founded on march 9, 2000, under the ownership of bomis, inc, a web portal company.","nupedia was founded on march 9, 2000, under the ownership of bomis.","bomis inc, a web portal company founded nupedia on march 9, 2000.",34.03309409888357,29.256127307315065,17,12
notable features of the design include key - dependent s - boxes and a highly complex key schedule.,notable features of the design include key - dependent s - boxes and a highly complex key schedule.,notable features of the design include s - boxes which is a highly complex key schedule.,57.841567035115425,56.85488870277223,18,18
"iain grieve ( born 19 february, 1987 in jwaneng, botswana ) is a rugby union back - rower for bristol rugby in the guinness premiership.","iain grieve - lrb - born 19 february 1987 in jwaneng, botswana - rrb - is a rugby union player for bristol rugby in the guinness premiership.","iain grieve ( born 19 february, 1987 in jwaneng, botswana ) is a rugby coming together back - rower for bristol rugby in the guinness premiership.",26.423383793602788,46.696578632524336,25,27
other nearby settlements include pont - bellanger and beaumesnil.,other nearby settlements include pont - bellanger and beaumesnil.,other nearby houses colonies include pont - bellanger and beaumesnil.,60.99059931296774,63.981667416455416,9,9
the quark model was independently proposed by physicists murray gell - mann and george zweig in 1964.,the quark model was proposed by physicists murray gell - mann and george zweig in 1964.,the quark model was independently proposed by physicists murray gell - mann and george zweig in 1964.,38.76361784766957,84.28014430784187,17,16
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,the fourth ring is decorated with golden garlands and was added in 1938 39 when it was moved to its present location.,the fourth ring is decorated with golden garlands and was added in 1938 - 1939 when the column was moved to its current location.,32.29561064374345,62.44631487487835,23,22
"west berlin had its own postal administration, separate from west germany's, which issued its own postage stamps until 1990.","west berlin had its own postal administration, separate from west germany's, which issued its own postage stamps.","west berlin had its own postal administration, separate from west germany's, which produced its own postage stamps until 1990.",28.169353752215624,73.6614073986285,19,17
"the primavera is a painting by the italian renaissance painter sandro botticelli, c. 1482.","the primavera is a painting by sandro botticelli, c. 1482.","painted around 1482, the primavera is a painting by the italian renaissance painter, sandro botticelli.",26.920170486156465,31.55118210847486,14,10
new south wales's largest city and capital is sydney.,new south wales's largest city is sydney.,largest city new south wales and its capital is sydney.,34.173351158645275,20.765589178061216,9,7
"the polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon, are also sometimes used.","the polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon.","polymers, such as polyester, vinylester or nylon, are also sometimes used as epoxies.",18.308057070867445,28.05155032016295,20,16
"the name survives as a brand for a related spin - off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.","the name survives as a brand for a related spin - off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.","the name survives as a brand for related spin - off digital television channel, digital radio station and website which has survived the demise of the printed magazine.",61.80879542452432,74.00206257221929,29,29
"at four - and - a - half years old he was left to fend for himself on the streets of northern italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.","at four - and - a - half years old he was left to fend for himself on the streets of northern italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.","at four - and - a - half years old, he was left to manage for himself on the streets of northern italy for the next four years, living in various orphanages and travelling through towns with groups of other homeless children.",63.745895341727646,82.18628801542414,42,42
stands were eventually added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,stands were added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,"during the 1980s and 1990s, the ground got more modern and stands were eventually added behind each set of goals.",20.47889828234031,43.390598378506056,21,20
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market, provided the right to do so still exists.",a town may be a market town or as having market rights even if it still holds a market.,"a town may be correctly identified by a market or as having market rights even if it no longer holds a market, provided the right to do so still exists.",24.758254679402025,31.93888372708165,31,19
a bastion on the eastern approaches was built later.,a bastion on the eastern side was built later.,"later, a bastion was built on the eastern approaches.",31.803467000835422,22.11979226191667,9,9
events europe july 29 — battle of stiklestad ( norway ) : olav haraldsson loses to his pagan vassals and is killed in the battle.,"events europe july 29, 1994 : olav haraldsson loses to his pagan vassals and is killed in the battle.","among events that happened in europe, on july 29. was the battle of stiklesstand in norway, in which olav haraldsson lost his pagan subjects and his life.",39.405141427200256,5.1897778094312175,25,19
this resulted in both montenegro and serbia becoming independent countries.,this resulted in both montenegro and serbia becoming independent countries.,this resulted in both montenegro and serbia becoming independent countries.,100.0,100.00000000000004,10,10
use html and css markup sparingly and only with good reason.,use html and css markup sparingly and only with good reason.,use html and css markup sparingly and only with good reason.,100.0,100.00000000000004,11,11
schuschnigg immediately responded publicly that reports of riots were false.,schuschnigg immediately responded publicly that reports of riots were false.,schuschnigg responded publicly that reports of riots were false.,71.44510582010582,80.70557274927978,10,10
"addiscombe is a suburb in the london borough of croydon, england.","addiscombe is a suburb in croydon, england.","addiscombe is a suburb in the london borough of croydon, england.",30.346353208195314,47.93941561908408,11,7
"depending on the context, another closely - related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician ; sometimes this is restricted to citizens who elected the politician.","depending on the context, another closely - related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by citizens who elected the politician.","based on the given situation, one more nearest meaning of constituent would be "" a citizen residing in the area governed, represented, or otherwise served by a politician ; "" at times, this is limited to the citizens who elected the politician.",41.887051498018074,40.62901737078908,39,31
"prunk is a member of institute of european history in mainz, and a senior fellow of the center for european integration studies in bonn.","prunk is a member of institute of european history in mainz, and a senior fellow of the center for european integration studies in bonn.",prunk is a member of the institute of european history in mainz. he is also a senior fellow of the centre for european integration studies in bonn.,60.02502399561224,59.65781388730573,24,24
stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger.,stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger.,stallone also had a small character part in the 2003 french film taxi 3 as a passenger.,62.15539666064404,71.89085812023326,16,16
"instead, the crew fashioned a trailer with a cantilevered arm attached to the "" hovercraft "" and shot the scene while riding up templin highway north of santa clarita.","instead, the crew made a trailer with a cantilevered arm attached to the hovercraft and shot the scene while riding up templin highway north of santa clarita.","instead, the crew made a trailer with a post attached to the "" hovercraft "" and filmed the scene while riding up templin highway north of santa clarita.",56.3407469789794,68.89538709181191,29,27
the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al.,the conference papers were published in a bookmicroeconomic foundations of employment and inflation theory by phelps et al.,the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al.,37.42674139617336,77.46182379132406,21,18
"wario land the wario land series is a platforming series that started with wario land : super mario land 3, a spin - off of the super mario land series.",wario land : super mario land is a video game made by wario entertainment.,the platform series wario land from the wario land series stared with the super mario land series.,33.79023032475718,10.954749601576006,30,14
frederic chopin's opus 57 is a berceuse for solo piano.,frederic chopin's opus is a berceuse for solo piano.,frederic chopin's opus 57 is a music for individual piano.,15.529448621553884,21.47795427007173,10,9
these attacks may have been psychological in origin rather than physical.,these attacks may have been psychological in origin rather than physical.,"these attacks may have been psychological in origin, not physical.",60.12901572112098,67.0422683816333,11,11
"a historian has stated that "" it was quinine's efficacy that gave colonists fresh opportunities to swarm into the gold coast, nigeria and other parts of west africa "".","a historian says that it was quinine's effectiveness that gave colonists fresh opportunities to swarm into the gold coast, nigeria and other parts of west africa.","a historian has stated that "" it was quinine's effectiveness that gave colonists fresh opportunities to move somewhere in large numbers into the gold coast, nigeria and other parts of west africa '.",51.156731687844946,58.57521267432858,29,26
"furthermore, spectroscopic studies have shown evidence of hydrated minerals and silicates, which indicate rather a stony surface composition.","furthermore, spectroscopic studies have shown evidence of hydrated minerals and silicates, which indicate rather a stony surface composition.","furthermore, spectroscopic studies have shown proof of hydrated minerals and silicates, which points to rather a stony surface material.",59.09305232834644,59.7683497100428,18,18
she became the authoritative editor of her husband's works for breitkopf und hartel.,she became the editor of her husband's works for breitkopf und hartel.,she became the editor of her husband's works for breitkopf und hartel.,100.0,100.00000000000004,13,12
"mercury is similar in appearance to the moon : it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.","mercury is similar to the moon : it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.",mercury is similar in appearance to the moon with heavily cratered regions of smooth plains and no natural satellites or substantial atmosphere.,16.235402033007823,25.67840480629175,26,24
geography the town lies in the limmat valley between baden and zurich.,geography the town lies in the limmat valley between baden and zurich.,geographically the town lies in the limmat valley between baden and zurich.,65.10660709745379,91.21679090703874,12,12
"these ideally provide excellent habitat for chinkara, hog deer and blue bull.","these ideally provide excellent habitat for chinkara, hog deer and blue bull.","ideally, these make an excellent breeding ground for chinkara, hog deer and blue bull.",59.39755119321683,51.660154156598736,12,12
"after the sena dynasty, dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608.","after the sena dynasty, dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608.","before the mughals arrived in 1608, after the sena dynasty, dhaka was ruled for a long time by turkish and afghan governors that descended from the delhi sultanate.",53.968193254453965,39.685201046938026,27,27
the prime minister stays in office only as long as he or she retains the support of the lower house.,the prime minister stays in office only as long as he or she retains the support of the lower house.,the prime minister stays in office only as long as he or she keeps the support of the lower house.,64.23402255639098,86.56030552541704,20,20
"for rowling, this scene is important because it shows harry's bravery, and by retrieving cedric's corpse, he demonstrates selflessness and compassion.","for rowling, this scene shows harry's bravery, and by retrieving cedric's corpse, he demonstrates selflessness and compassion.","for rowling, this incident is important becaus it shows harry's courage, and by regaining cedric'd corpse, he establishes no concern for oneself and sympathy.",36.8774030660862,16.93307480999494,21,17
"on june 1, 1972, he and fellow raf members jan - carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt.","on june 1, 1972, he and fellow raf members jan - carl raspe and holger meins were arrested after a lengthy shootout in frankfurt.","he and fellow raf members jan - carl raspe and holger meins were taken hold after a lengthy shootout. it was in frankfurt on june 1, 1972.",62.73790536948432,63.07849193308675,24,24
"together they formed new music manchester, a group committed to contemporary music.","together they formed new music manchester, a group committed to contemporary music.",they formed the new music manchester band and sang contemporary,42.69533957033957,13.912311644176565,12,12
"the compact and intense hurricane caused extreme damage in the upper florida keys, as a storm surge of approximately 18 to 20 feet affected the region.","the compact and intense hurricane caused extreme damage in the upper florida keys, as a storm surge of approximately 18 to 20 feet affected the region.","small, but intense, the hurricane caused a lot of damage in the upper florida keys when a surge of nearly 18 to 20 feet hit the area.",50.079870230732304,29.270523302882335,26,26
it is now the site of meher baba's samadhi ( tomb - shrine ) as well as facilities and accommodations for pilgrims.,it is now the site of meher baba's samadhi - lrb - tomb - rrb -.,it is now the meher baba's tomb - shrine and a place for pilgrims.,43.19966308201602,19.923405658137927,22,16
the collapsed dome of the main church has been restored entirely.,the collapsed dome of the main church has been restored entirely.,the collapsed dome of the main church has been restored entirely.,100.0,100.00000000000004,11,11
"in 2005, meissner became the second american woman to land the triple axel jump in national competition.","in 2005, meissner became the second american woman to land the triple axel jump in national competition.","in 2005, meissner became the second american woman to land the triple axel jump in national competition.",100.0,100.00000000000004,17,17
"salem is a city in essex county, massachusetts, united states.",salem is a city of massachusetts in the united states.,salem is a city in essex county massachusetts.,36.83050745550745,26.985534666825092,10,10
forty - nine species of pipefish and nine species of seahorse have been recorded.,forty - seven species of pipefish and nine species of seahorse have been found.,forty - nine species of pipefish and nine species of seahorse are recorded.,33.384663708884,53.2800971987552,14,14
"saint martin is a tropical island in the northeast caribbean, approximately 300 km ( 186 miles ) east of puerto rico.","saint martin is a tropical island in the northeast caribbean, approximately 300 km east of puerto rico.","saint martin is a tropical island in the northeast caribbean, nearly 300 km ( 186 miles ) east of puerto rico.",27.072038615352323,62.238208443273344,21,17
"therefore, these pdfs can not be distributed without further manipulation if they contain images.","therefore, these pdfs can not be distributed without further manipulation.","if any of these pdfs contain pictures, then they require additional processing before they can be issued",32.765151515151516,5.165574782208687,14,10
"in april 1862, ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.","in april 1862, ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.","in april 1862, ben was arrested on the orders of police inspector frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.",73.40061747969628,90.9593063222022,28,28
"heavy rain fell across portions of britain on october 5, causing localized accumulation of flood waters.","heavy rain fell across parts of britain on october 5, causing localized flooding of flood waters.","heavy rain fell across britain on october 5, causing accumulation of flood waters.",53.05027501738028,53.816073893351884,16,16
"version 2009. 1 provides a usb installer to create a live usb, where the user's configuration and personal data can be saved if desired.","version 9. 1 provides a usb installer to create a live usb, where the user's configuration and personal data can be saved if desired.","version 2009. 1 provides a usb installer to create a live usb, where the user's arrangements or design and personal data can be saved if desired.",30.181016269725948,76.89077624526827,24,24
"in approximate relation to the parties'respective strength in the federal assembly, the seats were distributed as follows : free democratic party ( fdp ) : 2 members, christian democratic people's party ( cvp ) : 2 members, social democratic party ( sp ) : 2 members, and swiss people's party ( svp ) : 1 member.","in approximate relation to the parties'respective strength in the federal assembly, the seats were distributed as follows : free democratic party - lrb - cvp - rrb -, christian democratic people's party, social democratic party, and swiss democratic party : 2 members, and 1 member.","in close relation to each of the parties'strength in the federal assembly, the seats were given as follows : free democratic party ( fdp ), 2 members ; christian democratic people's party ( cvp ), 2 members ; social democratic party ( sp ), 2 members ; and swiss people's party ( svp ), 1 member.",30.177668431253462,29.341240579512743,56,45
"a fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.","a fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.","a fee is the cost one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.",65.16960975423308,91.57103753711765,27,27
ohio state's library system encompasses twenty - one libraries located on its columbus campus.,ohio state's library includes twenty - one libraries in its columbus campus.,ohio state's library system has twenty - one libraries located on its campus.,33.07539682539682,29.633403702962482,14,12
"in other developments, both iceland and greenland accepted the overlordship of norway, but scotland was able to repulse a norse invasion and broker a favorable peace settlement.","in other developments, both iceland and greenland accepted the overlordship of norway, but scotland was able to repulse a norse invasion and broker a favorable peace settlement.","both iceland and greenland accepted the ruler of norway, but scotland was able to prevent a norwegian invasion and a negotiate a peace settlement.",54.302086802086805,45.309372174398234,27,27
"the singles from the album included "" by the way "", "" the zephyr song "", "" can't stop "", "" dosed "" and "" universally speaking "".","the singles from the album included : by the way, the zephyr song, ` ` can't stop'' and ` ` universally speaking''.","some singles from the album are : "" by the way "", "" the zephyr song, "" can't stop ', "" dosed "", and "" universally speaking "".",27.17571887802811,18.786031710276067,28,22
"in april 2000, minix became free / open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and hobbyists.","in april 2000, minix became free software under a permissive free software licence, but by this time other operating systems had become an operating system for students and hobbyists.","in april 2000, minix became free or open source software under a non - restrictive free software licence, but by this time other operating systems had exceeded its capabilities, and it continued to be mainly an operating system for students and hobbyists.",47.87361629945616,49.93854447684397,38,29
"the body color varies from medium brown to gold - ish to beige - white ; and occasionally, is marked with dark brown spots, especially on the limbs.","the body color varies from medium brown to beige ; and occasionally, is marked with dark brown spots, especially on the limbs.",the body color varies from medium brown to goldish to beige - white and sometimes is marked with dark brown spots.,46.36945372690987,49.124158433111575,28,22
"the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.","the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.","the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.",100.0,100.00000000000004,18,18
"the area covered by the warning issued on september 22 was extended southwards as jose intensified, before being canceled soon after landfall on september 23.","the area covered by the warning issued on september 22 was extended southwards as jose intensified, before being canceled soon after landfall on nicaragua.","the area covered by the warning issued on september 22 was extended southwards as jose increased, before being canceled soon after landdfall on september 23.",36.675267390313444,71.8354243906297,25,24
"in august 2003, the san diego union tribune alleged that u. s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.","in august 2003, the san diego union tribune said that u. s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.","it has u. s. marine pilots. in august 2003, the san diego union tribune alleged that their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.",37.661103264355425,79.38882706433424,34,34
"the latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","the latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","the latter, which gave audiences the same sort of information later audience members would gett from subtitles, can help historians imagine what the film may have been like.",57.10260158393354,47.19662418036932,25,25
"that is because real estate, businesses and other assets in the underground economies of the third world can not be used as collateral to raise capital to finance industrial and commercial expansion.","that is because real estate, businesses and other assets in the underground economies of the third world can not be used to raise capital to finance industrial and commercial expansion.","that is beacuase real estate, businesses, and other assets in the underground economies of the third world cannot be used as collateral to raise capital.",22.478297429639717,47.031886273570755,32,30
he bolted from sydney cove several times before being shot dead in 1796.,he ran from sydney cove several times before being shot dead in 1796.,he bolted from sydney cove many times before being shot dead in 1796.,25.85917372101583,62.98129992394241,13,13
"ned and dan advanced to the police camp, ordering them to surrender.","ned and dan advanced to the police camp, stopping them.",ned and dan told by the police to surrender.,34.61613435297646,17.242221289766636,12,10
"before the second game got underway, the press agreed that the "" midget - in - a - cake "" appearance had not been up to veeck's usual promotional standard.","before the second game got underway, the press agreed that the midget - in - a - cake had not been up to veeck's usual promotional standard.","before the second game got underway, the press agreed that the "" midget - in - a - cake "" appearance was not up to veeck's usual promotional standard.",35.174110541596285,72.8145215816251,30,27
"in a short video promoting the charity equality now joss whedon confirmed that "" fray is not done, fray is coming back.",in a short video promoting the charity equality now joss whedon confirmed that fray is coming back.,"in a short video shows the charity equality now joss whedon confirmed that "" fray is not done, fray is coming back.",23.370132116978212,52.36208278225925,22,17
a mutant is a type of fictional character that appears in comic books published by marvel comics.,a mutant is a type of fictional character that appears in comic books published by marvel comics.,mutants are fictional characters from the x - men comic books published by marvel.,45.961410880141536,21.86976686325118,17,17
the sat reasoning test ( formerly scholastic aptitude test and scholastic assessment test ) is a standardized test for college admissions in the united states.,the sat reasoning test or scholastic aptitude test is a test for college admissions in the united states.,the sat is a standardized test for college admissions in the united states.,51.823359349572826,49.220883869700565,25,18
"civil unrest in northern italy spawns the medieval musical form of geisslerlieder, penitential songs sung by wandering bands of flagellants.","civil unrest in northern italy spawned the medieval musical form of geisslerlieder, penitential songs sung by wandering bands of flagellants.",civil unrest in northern italy spawns the medieval musical form of songs sung by wandering bands of flagellants.,26.01864440261219,63.83964846132483,20,20
some reports read that various factors increase the likelihood of both paralysis and hallucinations.,some reports read that various factors increase the likelihood of both paralysis and hallucinations.,some reports said that various things make it more possible to have paralysis and hallucinations.,47.02067319916291,20.79617953215787,14,14
his sentence was transportation to australia for seven years.,his sentence was transportation to australia for seven years.,his sentence was carried to australia for seven years.,59.92999325236168,65.80370064762461,9,9
"waugh writes that charles had been "" in search of love in those days "" when he first met sebastian, finding "" that low door in the wall.. which opened on an enclosed and enchanted garden "", a metaphor that informs the work on a number of levels.","waugh writes that charles had been in search of love in those days when he first met sebastian, finding ` that low door in the wall.. which opened on a number of levels.","waugh writes that charles had been "" in search of love in those days "" when he first met sebastian, finding "" that low door in the wall.. which opened on an enclosed and enchanted garden "", a metaphor that informs the work on a number of levels.",23.95260274473758,52.600989660696236,48,33
her notorious friendship with the russian mystic grigori rasputin was also an important factor in her life.,her friendship with the russian mystic grigori rasputin was also an important factor in her life.,her well known relation with the russian mystic grigori rasputin was additionaly an important number in her life.,57.65644955300127,48.11256400535273,17,16
the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,the word dorsal means any body part that grows off that side of an animal or that grows toward that side of an animal.,49.59599092663609,26.15465618816318,20,20
"the term "" protein "" itself was coined by berzelius, after mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of ( very large ) molecule.","the term protein itself itself was coined by berzelius, after mulder saw that all proteins seemed to have the same structure and might be composed of a single molecule.","the term "" protein "" was made by berzelius, after mulder",39.52247137318444,13.750902305262409,37,29
"after the jerilderie raid, the gang laid low for 16 months evading capture.","after the jerilderie raid, the gang laid low for 16 months evading.","after the jerilderie raid, the gang laid low for 16 months.",73.4689259380335,85.5526185871245,13,12
barneville - la - bertran is a commune in the calvados department in the basse - normandie region in northwestern france.,barneville - la - bertran is a commune.,barneville - la - bertran is a commune in the calvados department in the basse - normandie region in northwestern france.,24.657085745795424,20.97276799867562,21,8
color ranges from orange to pale yellow.,color range ranges from orange to pale yellow.,color choices are from orange to pale yellow.,63.237133237133236,61.04735835807847,7,8
"in 1963 an extension was added, curving north from union station, below university avenue and queen's park to near bloor street, where it turned west to terminate at st. george and bloor streets.","in 1963 an extension was added north from union station, below university avenue and queen's park to near bloor street.","an extension was added in 1963 which curved north from union station below university avenue and queens park, reaching nearly to bloor street and ending on the west side at st. george and bloor streets.",37.34371306128191,18.72694224693084,33,20
"before 1980, a section of the commonwealth railways central australian line passed along the western side of the simpson desert.","before 1980, a section of the commonwealth railways central australian line passed along the western side of the simpson desert.","before 1980, a part of the commonwealth railways central australian line went along the western side of the simpson desert.",61.58496732026144,73.89984311706958,20,20
it is located on an old portage trail which led west through the mountains to unalakleet.,it is on an old portage trail which led west through the mountains to unalakleet.,it's near an old portage trail that led west to unalakleet through the mountains.,50.75396825396825,27.56001678723635,16,15
