source,original_prediction,post_processed,reference,original_sari,improved_sari,original_bleu,improved_bleu
"in december, 1967, ten boom was honored as one of the righteous among the nations by the state of israel.","in december 1967, ten boom was honored as one of the righteous among the nations by the state of israel.","In december 1967, ten boom was honored as one of the righteous among the nations by the state of israel. december, 1967.","in december, 1967, ten boon was honored as part of the righteous amoung the nations by the state of israel.",22.254853972915644,40.01293556471825,48.828848902347396,44.641687961714645
some articles are quite lengthy and rich in content while others are shorter ( possibly stubs ) and of lesser quality.,some articles are quite lengthy and rich in content while others are shorter.,Some articles are quite lengthy and rich in content while others are shorter.,some clauses are rather lengthy and rich in content while others are shorter ( possibly stubs ) and of lesser quality.,18.76975263353351,18.76975263353351,36.14519113993782,35.36742045798671
about 95 species are currently accepted.,about 95 species are currently accepted.'',"About 95 species are currently accepted. "".",about 95 kinds are being accepted now.,42.65873015873016,42.65873015873016,13.888095170058955,6.742555929751843
"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "".",eugowra is named after the indigenous australian word meaning the place where the sand washes down the hill.,Eugowra is named after the indigenous australian word meaning the place where the sand washes down the hill. eugowra.,"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "".",33.53531881422367,33.53531881422367,59.85077142181339,59.518887189487764
"terms such as "" undies "" for underwear and "" movie "" for "" moving picture "" are oft - heard terms in english.",terms such as undies and movie's for underwear and movie movies are oft - heard terms in english.,Terms such as undies and movie's for underwear and movie movies are oft - heard terms in english.,"words like undies, movie, are oft - heard terms in english.",61.75359032501889,61.75359032501889,38.76199053423408,38.76199053423408
"jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.","jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to all serve the needs of its native society.","Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to all serve the needs of its native society. resources.","power moves towards its material from community national boundaries, opposition of laws, organizational law and ability of the administrative and creative offshoots of government to assign support to best serve the needs of its native society.",36.45100216666328,34.92795419758521,27.594621964602712,27.611419707545245
"he followed this with several other pieces about hiawatha : the death of minnehaha, overture to the song of hiawatha and hiawatha's departure.","he followed this with several other pieces about hiawatha : the death of minneha, overture to the song of hinetha and the departure.","He followed this with several other pieces about hiawatha : the death of minneha, overture to the song of hinetha and the departure. hiawatha.","he followed this with other pieces about hiawatha : the death of minnehaha, overture to the song of hiawatha and hiawatha's departure.",24.810986259284977,24.994959677419356,58.798374010174506,50.64962285182339
the capital of the state is aracaju ( pop.,the capital city of the state is aracaju.,The capital city of the state is aracaju. aracaju.,aracaju is the capital of the state.,41.25,41.25,25.098621243978968,17.242221289766626
"despite this, farrenc was paid less than her male counterparts for nearly a decade.","despite this, farrenc was paid less than her male counterparts for nearly a decade.","Despite this, farrenc was paid less than her male counterparts for nearly a decade.","even so, farrenc was paid less than her male peers for nearly 10 years.",55.55018786902844,55.55018786902844,49.582717346593746,49.582717346593746
gumbasia was created in a style vorkapich taught called kinesthetic film principles.,gumbasia was created in a style vorkapich taught.,Gumbasia was created in a style vorkapich taught.,vorkapich taught gumbasia in a style called kinesthetic film principles.,29.404761904761905,29.404761904761905,19.437571020720103,18.70274255449444
"the lawyer, brandon ( waise lee ), became his idol, and mk sun grew up to be a lawyer.","the lawyer, brandon - lrb - waise lee - rrb - became his idol, and mk sun grew up to be a lawyer.","The lawyer, brandon - lrb - waise lee - rrb - became his idol, and mk sun grew up to be a lawyer. brandon waise lee.",the lawyer brandon ( waise lee ) was his idol as mk sun grew up to be a lawyer.,40.06656426011264,40.06656426011264,37.88588014103526,31.284187153541946
"isbn 1 - 876429 - 14 - 3 is an historic township located near cowra in the central west of new south wales, australia in cabonne shire.","isbn 1 - 876429 - 14 - 3 is an historic township located near cowra in the central west of new south wales, australia.","Isbn 1 - 876429 - 14 - 3 is an historic township located near cowra in the central west of new south wales, australia.","isbn 1 - 876429 - 14 - 3 is an historic suburb located near cowra in the central west of new south wales, australia in cabonne shire.",28.94735789170352,28.94735789170352,76.79665202131555,73.12809402685596
military career donaldson enlisted in the australian army on 18 june 2002.,donaldson joined the australian army on 18 june 2002.,Donaldson joined the australian army on 18 june 2002.,"donaldson inlisted in australia's army on june 18, 2002 to start his military career.",33.4088693957115,33.4088693957115,6.299668402986177,6.061512325492642
"prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.","prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.","Prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.","prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.",100.0,100.0,100.00000000000004,94.57416090031757
"before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.","before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.","Before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.","before the invention of the pocket calculator, it was the most commonly used calculation tool in science and engineering.",64.5309834783519,64.5309834783519,88.06626677278207,85.71061116877266
"the kindle 2 features 16 - level grayscale display, improved battery life, 20 percent faster page - refreshing, a text - to - speech option to read the text aloud, and overall thickness reduced from 0. 8 to 0. 36 inches ( 9. 1 millimeters ).","the kindle 2 features 16 - level grayscale display, improved battery life, a text - to - speech option to read the text aloud, and overall thickness reduced from 0. 8 to 0. 36 inches.","The kindle 2 features 16 - level grayscale display, improved battery life, a text - to - speech option to read the text aloud, and overall thickness reduced from 0. 8 to 0. 36 inches. 9.","the kindle 2 features grayscale display, improved battery life, and overall thickness reduced.",56.12927225934865,56.43403114212663,27.820653729326644,24.32390780441763
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.,yoghurt is a dairy product made by bacterial fermentation of milk.,Yoghurt is a dairy product made by bacterial fermentation of milk.,yoghurt or yogurt is a milk - based food made by bacterial fermentation of milk.,47.59684215566568,47.59684215566568,41.981994892244415,40.890620307453716
"seventy - five defencemen are in the hall of fame, more than any other current position, while only 35 goaltenders have been inducted.","seventy - five defencemen are in the hall of fame, more than 35 goaltenders have been added.","Seventy - five defencemen are in the hall of fame, more than 35 goaltenders have been added. only 35.","out of seventy - five defencemen in the hall of fame, only 35 goaltenders have been inducted.",46.75848941842589,48.760063036378824,51.61040075276384,40.27672046365771
"alternative views on the subject have been proposed throughout the centuries ( see below ), but all were rejected by mainstream christian bodies.","alternative views on the subject have been proposed throughout the centuries, but all were rejected by mainstream christian bodies.","Alternative views on the subject have been proposed throughout the centuries, but all were rejected by mainstream christian bodies.","different views on the subject have been brought up over the centuries ( see below ), but all were rejected by mainstream christian bodies,",24.429098328836364,24.429098328836364,50.156906248416135,50.156906248416135
"the album, however, was banned from many record stores nationwide.","the album, however, was banned from many record stores nationwide.","The album, however, was banned from many record stores nationwide.",the album is banned from many record stores nationwide.,56.58677944862155,56.58677944862155,52.055103630534376,48.63383168079942
"the legs are wide at the top, and narrow at the ankle.","the legs are wide at the top, and narrow at the ankle.","The legs are wide at the top, and narrow at the ankle.","the legs are wide at the top, and narrow at the ankle.",100.0,100.0,100.00000000000004,91.93227152249175
"in late 2004, suleman made headlines by cutting howard stern's radio show from four citadel stations, citing stern's frequent discussions regarding his upcoming move to sirius satellite radio.","in late 2004, suleman made headlines by cutting howard stern's radio show from four citadel stations, saying stern was frequent discussions about his move to sirius satellite radio.","In late 2004, suleman made headlines by cutting howard stern's radio show from four citadel stations, saying stern was frequent discussions about his move to sirius satellite radio.","in late 2004, suleman made headlines by cutting howard stern's radio direct relay from four citadel stations, citing stern's frequent discussions regarding his upcoming move to sirius satellite radio.",26.168961819362252,26.168961819362252,62.362448180629116,58.98466143484528
"the company opened twice as many canadian outlets as mcdonald's "" wendy's confirms tim hortons ipo by march "", ottawa business journal, december 1, 2005, and system - wide sales also surpassed those of mcdonald's canadian operations as of 2002.","the company opened twice as many canadian outlets as mcdonald's confirms tim hortons ipo by march 1, 2005, ottawa business journal, and system - wide sales also surpassed those of mcdonalds as of 2002.","The company opened twice as many canadian outlets as mcdonald's confirms tim hortons ipo by march 1, 2005, ottawa business journal, and system - wide sales also surpassed those of mcdonalds as of 2002. wendy december 1, 2005.","the company opened two times as many restaurants in canada as mcdonald's "" wendy's confirms tim hortons ipo by march "", ottawa business journal, december 1, 2005, and sales throughout the company were also greater than those of mcdonald's canadian business as of 2002.",26.100179425089863,27.94672780711443,31.38045804642756,33.482656779510066
"plot captain caleb holt ( kirk cameron ) is a firefighter in albany, georgia and firmly keeps the cardinal rule of all firemen, "" never leave your partner behind "".","plot captain caleb holt - lrb - kirk cameron - rrb - is a firefighter in albany, georgia and firmly keeps the cardinal rule of all firemen.","Plot captain caleb holt - lrb - kirk cameron - rrb - is a firefighter in albany, georgia and firmly keeps the cardinal rule of all firemen. kirk cameron partner.","plot captain caleb holt ( kirk cameron ) is a firefighter in albany, georgia and trictly keeps the first rule of all firemen, "" never leave your partner behind "".",19.01882422121135,19.204009406396537,38.634578273910066,35.65730828600592
he won the presidential election held on 2 march 2008 with 71. 25 % of the popular vote.,"he won the presidential election held on march 2, 2008 with 71. 25 % of the popular vote.","He won the presidential election held on march 2, 2008 with 71. 25 % of the popular vote. 2 march 2008.",he conquered the presidential poll on 2 march 2008 with 71. 25 % of the popular vote.,39.00320090537482,40.76097630898356,55.33178447443245,48.38523878651956
the plant is considered a living fossil.,the plant is thought to be a living fossil.,The plant is thought to be a living fossil.,the plant is considered a living fossil.,23.055555555555554,23.055555555555554,37.99178428257963,31.239399369202552
"in 1990, she was the only female entertainer allowed to perform in saudi arabia.","in 1990, she was the only female entertainer allowed to perform in saudi arabia.","In 1990, she was the only female entertainer allowed to perform in saudi arabia.",as a female entertainer she alone was allowed to perform in saudi arabia during 1990,51.78668689698102,51.78668689698102,36.695316508215384,36.695316508215384
orchestration stravinsky first conceived of writing the ballet in 1913.,orchestration stravinsky first conceived the ballet in 1913.,Orchestration stravinsky first conceived the ballet in 1913.,stravinsky first conceived of writing the ballet in 1913.,30.06241565452092,30.06241565452092,53.417359568998464,53.417359568998464
protests across the nation were suppressed.,protests across the nation were also suppressed by the nation.,Protests across the nation were also suppressed by the nation.,protests across the nation were stopped.,66.02564102564102,66.02564102564102,36.72056269893591,24.808415001701817
"offenbach's numerous operettas, such as orpheus in the underworld, and la belle helene, were extremely popular in both france and the english - speaking world during the 1850s and 1860s.","offenbach's numerous operettas, such as orpheus in the underworld, and la belle helene, were very popular in both france and the english - speaking world during the 1850s and 1860s.","Offenbach's numerous operettas, such as orpheus in the underworld, and la belle helene, were very popular in both france and the english - speaking world during the 1850s and 1860s.","offenbach's a great number of operettas, such as orpheus in the underworld, and la beautiful woman helene, were greatly pleasing to all in both france and the english - talking earth during the 1850s and 1860s",59.5719847726116,59.5719847726116,52.27617204585436,51.78526160805979
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an ( modern - day xian ).,roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an.,Roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an. modern - day.,roof tiles during tang dynasty with this symbol have been found west of the ancient city of chang'an or modern - day xian.,46.88450295522098,53.99468934432857,63.90493258708299,62.21594562964878
"jeanne marie - madeleine demessieux ( february 13, 1921 november 11, 1968 ), was a french organist, pianist, composer, and pedagogue.","jeanne - madeleine demessieux - lrb - february 13, 1921 - november 11, 1968 - rrb - was a french organist, pianist, composer, and pedagogue.","Jeanne - madeleine demessieux - lrb - february 13, 1921 - november 11, 1968 - rrb - was a french organist, pianist, composer, and pedagogue. jeanne marie - madeleine february 13, 1921 november 11, 1968.","jeanne marie - madeleine demessieux was a french organist, pianist, composer and pedagogue.",46.582276936962,55.74406346202052,30.575688093263597,24.877977834490522
"by most accounts, the instrument was nearly impossible to control.","by most accounts, the instrument was nearly impossible to control.","By most accounts, the instrument was nearly impossible to control.","it was nearly impossible to control the instrument, by most accounts.",55.94035594035594,55.94035594035594,44.86906310481977,39.3123023678539
"santa maria maggiore ( st. mary the greater ), the earliest extant church in assisi.",santa maria maggiore - lrb - st. mary the greater - rrb - is the oldest church in assisi.,Santa maria maggiore - lrb - st. mary the greater - rrb - is the oldest church in assisi. santa maria maggiore ( st.,"santa maria maggiore ( st. mary the greater ), the earliest extant church in assisi.",20.08171040429105,24.60119047619048,34.79731564184223,37.48491492665401
characteristics radar observations indicate a fairly pure iron - nickel composition.,characteristics radar observations indicate a fairly pure iron - nickel composition.,Characteristics radar observations indicate a fairly pure iron - nickel composition.,radar testing shows composition of mostly iron - nickel.,42.96814296814297,42.96814296814297,14.991106946711685,14.991106946711685
"railway gazette international is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","railway gazette international is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","Railway gazette international is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","railway gazette international is a monthly business journal covering railway, metro, light rail and tram industries.",70.68181818181817,70.68181818181817,77.21947901921794,72.00391346486707
he was appointed companion of honour ( ch ) in 1988.,he was made companion of honour in 1988.,He was made companion of honour in 1988.,he was appointed companion of honour in 1988.,56.603057889822594,56.603057889822594,66.06328636027612,61.04735835807847
"loeche harbours the installations of onyx, the swiss interception system for electronic intelligence gathering.","loeche harbours the installations of onyx, the swiss interception system for electronic intelligence gathering.","Loeche harbours the installations of onyx, the swiss interception system for electronic intelligence gathering.",loeche harbours of onyx is the swiss interception system for electronic intelligence gathering.,58.39447102604996,58.39447102604996,59.460355750136046,56.76721706387804
a matchbook is a small cardboard folder ( matchcover ) enclosing a quantity of matches and having a coarse striking surface on the exterior.,a matchbook is a small cardboard folder of matches and having a coarse striking surface on the outside.,A matchbook is a small cardboard folder of matches and having a coarse striking surface on the outside. quantity.,a matchbook is a small cardboard folder ( or matchcover ) that holds some matches and has a rough area on the outside.,51.616732408673194,50.16783316956239,36.82241310101735,32.41442767626345
"she was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.","she was one of the first doctors to try to stop smoking, and drug use in pregnant women.","She was one of the first doctors to try to stop smoking, and drug use in pregnant women.",she was one of the first doctors that said cigarette smoking near children and drug use in pregnant women was not safe.,65.28508528508529,65.28508528508529,47.063659720545125,42.20091721250235
"defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.","defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.","Defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.",she refused to give up the commune and prefered the death sentence,38.89303482587065,38.89303482587065,5.415315253510896,5.415315253510896
"oel manga series graystripe's trilogy there is a three volume original english - language manga series following graystripe, between the time that he was taken by twolegs in dawn until he returned to thunderclan in the sight.","oel manga series graystripe's trilogy there is a three - book original english - language manga series, between the time that he was taken by twolegs in dawn until he returned to thunderclan.","Oel manga series graystripe's trilogy there is a three - book original english - language manga series, between the time that he was taken by twolegs in dawn until he returned to thunderclan.","oel manga occuring in sequence graystripe's trilogy. there's a three quantity volume earliest english - language manga series following graystripe, linking the time that it was accepted by twolegs in dawn up until he came back to thunderclan in the sight.",24.709616445452962,24.709616445452962,20.57579827989271,19.99301680190443
"samovar & porter ( 1994 ), p. 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis.",samovar & porter syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis.,Samovar & porter syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis. samovar & porter ( 1994 84.,"samovar & porter ( 1994 ), p. 84 syrians did not get together in city groups ; many of the immigrants who had worked as sellers on the street were able to talk with americans every day.",17.15405810919779,19.40481480466963,30.436684825763002,37.67683462243438
"he was also famous for his prints, book covers, posters, and garden metalwork furniture.","he was also famous for his prints, book covers, posters, and garden metalwork.","He was also famous for his prints, book covers, posters, and garden metalwork.","he is famous for prints, book covers, posters, and garden metalwork furniture.",24.21091254424588,24.21091254424588,60.86700968648568,59.74970909115024
"dr. david lindenmeyer ( australian national university ) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.","dr. david lindenmeyer says that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.","Dr. david lindenmeyer says that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum. australian national university.","dr. david lindenmeyer ( australian national university ) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow - dependent species like leadbeater's possum.",28.60134693991993,29.46268090569561,74.47118136462744,76.30407591491003
"the montreal canadiens are a professional ice hockey team based in montreal, quebec, canada.","the montreal canadiens are a professional ice hockey team in montreal, quebec.","The montreal canadiens are a professional ice hockey team in montreal, quebec. canada.","the montreal canadiens are a skilled ice hockey team from montreal, quebec, canada.",35.87680135592849,38.89195388300248,38.75827230406697,30.62049088236489
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,both small value inductors and transistors can be built on integrated circuits.,47.47387123745819,47.47387123745819,24.62292439135324,21.37772394158387
"the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.","the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.","The term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.","the term gribble was originally assigned to the wood - boring species, especially the first species described from norway by rathke in 1799, limnoria lignorum.",100.0,100.0,100.00000000000004,96.21954581957614
the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,The wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,the wounds inflicted by a club are generally known as bludgeoning or blunt - force trauma injuries.,100.0,100.0,100.00000000000004,93.91044157537529
thereafter the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,The county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,after that the county's administration was conducted at duns or lauder until greenlaw became the county town in 1596.,66.66666666666666,66.66666666666666,89.483931681437,84.0347553810446
no skater has yet accomplished a quadruple axel in competition.,no skater has yet accomplished a quadruple axel in competition.,No skater has yet accomplished a quadruple axel in competition.,quadruple axel at a competition is yet to be fulfilled by any skater,40.730837789661315,40.730837789661315,8.224725028069482,8.224725028069482
"from the telephone exchange, the port jackson district commandant could communicate with all military installations on the harbour.","from the telephone exchange, the port jackson district commandant could communicate with all military installations on the harbour.","From the telephone exchange, the port jackson district commandant could communicate with all military installations on the harbour.","by use of the telephone exchange, the port jackson district commandant could talk to all military installations on the harbour.",61.7988984450085,61.7988984450085,67.71164277807225,67.71164277807225
"however, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.","however, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.","However, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.","however, even to those who enter the prayer hall of a mosque without the purpose of praying, there are some rules applicable to them.",60.82273303203536,60.82273303203536,67.8530007143752,63.86441882002967
it is described as pointed in the face and about the size of a rabbit.,it is described as pointed in the face and about the size of a rabbit.,It is described as pointed in the face and about the size of a rabbit.,it is about the size of a rabbit and has a pointed face.,52.15664620145753,52.15664620145753,37.5022891676693,35.0602756654323
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.,computer performance is the amount of useful work accomplished by a computer system compared to the time and resources used.,Computer performance is the amount of useful work accomplished by a computer system compared to the time and resources used.,computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.,38.61045351738549,38.61045351738549,83.40614345461115,80.06601383657421
some of the largest reservoirs in the world can be found along the volga.,some of the largest reservoirs in the world can be found along the volga.,Some of the largest reservoirs in the world can be found along the volga.,some of the largest lake in the world can be found along the volga.,62.9386845039019,62.9386845039019,80.03203203845001,72.41577342575832
the crosier symbolises the monasteries of the region.,the crosier symbolises the monasteries of the region.,The crosier symbolises the monasteries of the region.,the crosier symbolises the monasteries of the region.,100.0,100.0,100.00000000000004,86.33400213704509
"bankers from shorebank, a community development bank in chicago, helped yunus with the official incorporation of the bank under a grant from the ford foundation.","bankers from shorebank, helped yunus with the official incorporation of the bank under a grant from the ford foundation.","Bankers from shorebank, helped yunus with the official incorporation of the bank under a grant from the ford foundation. chicago.",a community development bank in chicago helped yunus with the official incorporation from the ford foundation.,39.242440357794806,39.73636708946824,41.09080290971358,37.95418722091349
"bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.","bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.","Bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.","bremer reported plans to put saddam on trial, but claimed that the details of such a trial had not yet been determined.",100.0,100.0,100.00000000000004,95.54427922043664
representatives of the professional hockey writers'association vote for the all - star team at the end of the regular season.,representatives of the professional hockey writers'association vote for the all - star team at the end of the regular season.,Representatives of the professional hockey writers'association vote for the all - star team at the end of the regular season.,representatives of the hockey writers'association vote for the all - star team at the end of the regular season.,72.5285594035594,72.5285594035594,86.56030552541704,82.89657839357884
"tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.","tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.","Tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.","tajikistan, turkmenistan and uzbekistan border afghanistan to the north, iran to the west, pakistan to the south and the people's republic of china to the east.",100.0,100.0,100.00000000000004,96.48571584702385
"nupedia was founded on march 9, 2000, under the ownership of bomis, inc, a web portal company.","nupedia was founded on march 9, 2000, under the ownership of bomis.","Nupedia was founded on march 9, 2000, under the ownership of bomis. bomis, inc.","bomis inc, a web portal company founded nupedia on march 9, 2000.",34.03309409888357,31.579941116231442,29.256127307315065,22.537412722674855
notable features of the design include key - dependent s - boxes and a highly complex key schedule.,notable features of the design include key - dependent s - boxes and a highly complex key schedule.,Notable features of the design include key - dependent s - boxes and a highly complex key schedule.,notable features of the design include s - boxes which is a highly complex key schedule.,57.841567035115425,57.841567035115425,56.85488870277223,50.727846440621036
"iain grieve ( born 19 february, 1987 in jwaneng, botswana ) is a rugby union back - rower for bristol rugby in the guinness premiership.","iain grieve - lrb - born 19 february 1987 in jwaneng, botswana - rrb - is a rugby union player for bristol rugby in the guinness premiership.","Iain grieve - lrb - born 19 february 1987 in jwaneng, botswana - rrb - is a rugby union player for bristol rugby in the guinness premiership. 19 february, 1987 botswana.","iain grieve ( born 19 february, 1987 in jwaneng, botswana ) is a rugby coming together back - rower for bristol rugby in the guinness premiership.",26.423383793602788,28.60583549091613,46.696578632524336,41.94435452325489
other nearby settlements include pont - bellanger and beaumesnil.,other nearby settlements include pont - bellanger and beaumesnil.,Other nearby settlements include pont - bellanger and beaumesnil.,other nearby houses colonies include pont - bellanger and beaumesnil.,60.99059931296774,60.99059931296774,63.981667416455416,59.77653345720247
the quark model was independently proposed by physicists murray gell - mann and george zweig in 1964.,the quark model was proposed by physicists murray gell - mann and george zweig in 1964.,The quark model was proposed by physicists murray gell - mann and george zweig in 1964.,the quark model was independently proposed by physicists murray gell - mann and george zweig in 1964.,38.76361784766957,38.76361784766957,84.28014430784187,78.09325628873462
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,the fourth ring is decorated with golden garlands and was added in 1938 39 when it was moved to its present location.,The fourth ring is decorated with golden garlands and was added in 1938 39 when it was moved to its present location.,the fourth ring is decorated with golden garlands and was added in 1938 - 1939 when the column was moved to its current location.,32.29561064374345,32.29561064374345,62.44631487487835,58.06197937310393
"west berlin had its own postal administration, separate from west germany's, which issued its own postage stamps until 1990.","west berlin had its own postal administration, separate from west germany's, which issued its own postage stamps.","West berlin had its own postal administration, separate from west germany's, which issued its own postage stamps. 1990.","west berlin had its own postal administration, separate from west germany's, which produced its own postage stamps until 1990.",28.169353752215624,28.63559834142087,73.6614073986285,70.54171471747186
"the primavera is a painting by the italian renaissance painter sandro botticelli, c. 1482.","the primavera is a painting by sandro botticelli, c. 1482.","The primavera is a painting by sandro botticelli, c. 1482.","painted around 1482, the primavera is a painting by the italian renaissance painter, sandro botticelli.",26.920170486156465,26.920170486156465,31.55118210847486,24.75224833671423
new south wales's largest city and capital is sydney.,new south wales's largest city is sydney.,New south wales's largest city is sydney.,largest city new south wales and its capital is sydney.,34.173351158645275,34.173351158645275,20.765589178061216,18.594002123233256
"the polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon, are also sometimes used.","the polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon.","The polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon.","polymers, such as polyester, vinylester or nylon, are also sometimes used as epoxies.",18.308057070867445,18.308057070867445,28.05155032016295,28.05155032016295
"the name survives as a brand for a related spin - off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.","the name survives as a brand for a related spin - off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.","The name survives as a brand for a related spin - off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.","the name survives as a brand for related spin - off digital television channel, digital radio station and website which has survived the demise of the printed magazine.",61.80879542452432,61.80879542452432,74.00206257221929,70.65161304293474
"at four - and - a - half years old he was left to fend for himself on the streets of northern italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.","at four - and - a - half years old he was left to fend for himself on the streets of northern italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.","At four - and - a - half years old he was left to fend for himself on the streets of northern italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.","at four - and - a - half years old, he was left to manage for himself on the streets of northern italy for the next four years, living in various orphanages and travelling through towns with groups of other homeless children.",63.745895341727646,63.745895341727646,82.18628801542414,79.86665226975342
stands were eventually added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,stands were added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,Stands were added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,"during the 1980s and 1990s, the ground got more modern and stands were eventually added behind each set of goals.",20.47889828234031,20.47889828234031,43.390598378506056,41.69080559564967
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market, provided the right to do so still exists.",a town may be a market town or as having market rights even if it still holds a market.,A town may be a market town or as having market rights even if it still holds a market.,"a town may be correctly identified by a market or as having market rights even if it no longer holds a market, provided the right to do so still exists.",24.758254679402025,24.758254679402025,31.93888372708165,28.65335567329199
a bastion on the eastern approaches was built later.,a bastion on the eastern side was built later.,A bastion on the eastern side was built later.,"later, a bastion was built on the eastern approaches.",31.803467000835422,31.803467000835422,22.11979226191667,19.987488607301447
events europe july 29 — battle of stiklestad ( norway ) : olav haraldsson loses to his pagan vassals and is killed in the battle.,"events europe july 29, 1994 : olav haraldsson loses to his pagan vassals and is killed in the battle.","Events europe july 29, 1994 : olav haraldsson loses to his pagan vassals and is killed in the battle. july 29.","among events that happened in europe, on july 29. was the battle of stiklesstand in norway, in which olav haraldsson lost his pagan subjects and his life.",39.405141427200256,40.42365994571877,5.1897778094312175,8.085418873072877
this resulted in both montenegro and serbia becoming independent countries.,this resulted in both montenegro and serbia becoming independent countries.,This resulted in both montenegro and serbia becoming independent countries.,this resulted in both montenegro and serbia becoming independent countries.,100.0,100.0,100.00000000000004,89.31539818068698
use html and css markup sparingly and only with good reason.,use html and css markup sparingly and only with good reason.,Use html and css markup sparingly and only with good reason.,use html and css markup sparingly and only with good reason.,100.0,100.0,100.00000000000004,90.36020036098445
